probe_set	wt_a	wt_b	wt_c	ko_a	ko_b	ko_c	fold_change
Pp1s104_135V6	11779	13402	14467	11818	13217	12710	-1,05
Pp1s104_136V6	11326	11462	10734	11752	9518	11705	-1,02
Pp1s104_139V6	58	30	55	33	38	30	-1,42
Pp1s104_141V6	2097	2191	2123	1649	1613	2048	-1,21
Pp1s104_142V6	3826	3860	3730	4228	3971	3677	1,04
Pp1s104_147V6	40	43	36	38	31	47	-1,03
Pp1s104_14V6	6517	7280	7734	6461	7035	6032	-1,1
Pp1s104_156V6	2045	2157	1638	1711	1688	1873	-1,11
Pp1s104_157V6	1395	1822	2334	2125	1684	2335	1,11
Pp1s104_158V6	6595	6873	7001	7585	6812	8268	1,11
Pp1s104_159V6	419	399	279	661	458	683	1,64
Pp1s104_169V6	96	53	83	35	50	48	-1,74
Pp1s104_16V6	31813	31636	32069	29502	32422	31277	-1,02
Pp1s104_171V6	59	49	123	63	59	72	-1,19
Pp1s104_173V6	42	61	35	39	37	40	-1,19
Pp1s104_174V6	26	73	38	26	43	48	-1,17
Pp1s104_175V6	909	629	815	1457	1029	818	1,4
Pp1s104_177V6	7660	7072	7918	10635	12229	7062	1,32
Pp1s104_178V6	45	39	44	42	46	48	1,06
Pp1s104_17V6	81	82	39	126	89	87	1,5
Pp1s104_180V6	62	58	154	32	47	101	-1,52
Pp1s104_181V6	50	35	52	58	50	47	1,13
Pp1s104_182V6	8860	10238	10948	11009	10007	10938	1,06
Pp1s104_185V6	28	90	26	26	28	34	-1,64
Pp1s104_186V6	364	350	505	526	668	521	1,41
Pp1s104_187V6	64	47	30	29	36	40	-1,34
Pp1s104_188V6	53	49	31	24	21	29	-1,8
Pp1s104_192V6	47	66	41	49	51	41	-1,09
Pp1s104_193V6	41	38	89	34	26	35	-1,77
Pp1s104_194V6	28	63	58	44	51	48	-1,04
Pp1s104_196V6	55	42	74	53	58	75	1,09
Pp1s104_197V6	24	38	75	39	34	45	-1,16
Pp1s104_200V6	20411	23524	23243	20843	22498	22151	-1,03
Pp1s104_203V6	4348	3578	4204	3658	3912	3124	-1,13
Pp1s104_205V6	1768	1456	1228	1190	1242	1395	-1,16
Pp1s104_208V6	5149	5402	5369	6256	7295	6090	1,23
Pp1s104_210V6	9590	9981	8971	13670	12447	13946	1,4
Pp1s104_211V6	8944	9214	8929	10117	8997	8458	1,02
Pp1s104_212V6	22062	19912	19732	21534	21154	22303	1,05
Pp1s104_213V6	2860	2293	2726	3179	3269	3357	1,24
Pp1s104_214V6	748	788	747	646	554	758	-1,17
Pp1s104_215V6	2968	2256	2116	2558	2369	2438	1
Pp1s104_216V6	314	966	312	223	218	315	-2,11
Pp1s104_220V6	6267	7289	6696	6884	6560	6039	-1,04
Pp1s104_25V6	63	115	68	130	57	137	1,32
Pp1s104_27V6	629	647	523	604	475	495	-1,14
Pp1s104_28V6	44	55	52	44	36	27	-1,41
Pp1s104_29V6	1697	1402	2244	2373	2094	2620	1,33
Pp1s104_2V6	1431	1156	1201	1185	1304	1127	-1,05
Pp1s104_30V6	4889	4714	4929	4919	4564	4658	-1,03
Pp1s104_31V6	75	66	86	41	44	39	-1,83
Pp1s104_33V6	2884	3315	3882	2552	2462	2202	-1,4
Pp1s104_35V6	3811	4030	4342	5131	3853	5398	1,18
Pp1s104_39V6	29	26	47	25	37	66	1,25
Pp1s104_40V6	52	34	50	43	46	40	-1,05
Pp1s104_42V6	44	49	58	52	92	42	1,23
Pp1s104_43V6	36	87	27	98	39	59	1,31
Pp1s104_46V6	42	29	25	40	30	32	1,06
Pp1s104_50V6	56	66	41	42	35	30	-1,52
Pp1s104_54V6	4266	3728	4220	4260	4243	4323	1,05
Pp1s104_56V6	41	28	50	47	41	49	1,15
Pp1s104_58V6	15752	13495	14765	18335	17874	19688	1,27
Pp1s104_62V6	3577	3333	3170	3176	2886	3231	-1,08
Pp1s104_63V6	513	456	566	514	594	536	1,07
Pp1s104_65V6	375	342	389	587	622	375	1,43
Pp1s104_66V6	401	595	270	476	445	462	1,09
Pp1s104_67V6	49	61	43	60	73	82	1,41
Pp1s104_69V6	8208	7489	7602	7900	7247	7894	-1,01
Pp1s104_70V6	752	782	478	1478	1065	1029	1,78
Pp1s104_73V6	6043	4702	6337	6043	5443	5479	-1,01
Pp1s104_74V6	3141	3858	3225	3268	3603	3818	1,05
Pp1s104_75V6	14061	13691	13297	15009	13624	13741	1,03
Pp1s104_76V6	51	42	38	72	37	55	1,25
Pp1s104_78V6	750	368	427	249	462	487	-1,29
Pp1s104_80V6	381	381	417	526	689	577	1,52
Pp1s104_86V6	2948	2560	1653	1696	2316	2532	-1,09
Pp1s104_87V6	43	52	70	52	66	68	1,13
Pp1s104_88V6	25704	20471	19261	25172	19505	22836	1,03
Pp1s104_90V6	1162	1491	1150	883	1298	1201	-1,12
Pp1s104_95V6	47	48	111	59	50	61	-1,21
Pp1s104_96V6	4987	5476	7038	7383	7779	8189	1,33
Pp1s104_98V6	8058	7283	7991	5755	4657	5686	-1,45
Pp1s104_99V6	2042	1853	1954	1591	1514	1745	-1,21
Pp1s104_9V6	18440	12598	16032	13990	13181	14728	-1,12
Pp1s10513_1V6	35	102	52	54	60	52	-1,14
Pp1s1052_2V6	9467	9655	8409	8736	10097	8032	-1,02
Pp1s10556_1V6	141	54	70	89	67	60	-1,23
Pp1s10591_1V6	45	69	41	64	35	51	-1,03
Pp1s10595_2V6	22	67	37	41	48	44	1,06
Pp1s105_108V6	997	1377	1175	1659	1350	1597	1,3
Pp1s105_109V6	31	66	52	145	52	53	1,68
Pp1s105_10V6	2315	3222	1699	2457	2187	2339	-1,04
Pp1s105_116V6	51	51	44	62	46	88	1,34
Pp1s105_118V6	3229	3224	3155	3062	3308	3450	1,02
Pp1s105_124V6	2540	2445	3280	3921	2908	4081	1,32
Pp1s105_12V6	1821	2079	1475	2024	1354	1353	-1,14
Pp1s105_132V6	96	209	167	301	179	176	1,39
Pp1s105_133V6	335	300	430	607	515	384	1,41
Pp1s105_137V6	18637	15602	16352	14518	16531	15537	-1,09
Pp1s105_139V6	169	71	36	39	28	33	-2,76
Pp1s105_13V6	16177	16129	16198	15900	15124	13300	-1,09
Pp1s105_148V6	65	52	31	51	34	31	-1,28
Pp1s105_149V6	1360	1234	1547	1173	564	1356	-1,34
Pp1s105_151V6	5985	5497	7391	9049	8643	9968	1,47
Pp1s105_156V6	81	55	43	60	39	58	-1,14
Pp1s105_157V6	51	24	40	26	25	52	-1,12
Pp1s105_15V6	35	37	50	28	57	31	-1,05
Pp1s105_161V6	55	96	80	86	126	70	1,22
Pp1s105_163V6	54	41	101	75	67	72	1,09
Pp1s105_164V6	2791	2268	3147	2667	2649	2649	-1,03
Pp1s105_166V6	1683	1800	1424	1746	1401	1601	-1,03
Pp1s105_168V6	803	806	834	540	710	710	-1,25
Pp1s105_16V6	2061	1756	2761	1912	1441	2260	-1,17
Pp1s105_171V6	1006	823	999	653	559	708	-1,47
Pp1s105_175V6	63	40	31	29	57	39	-1,07
Pp1s105_178V6	121	34	49	95	28	37	-1,27
Pp1s105_181V6	4233	3915	4185	4686	4264	4113	1,06
Pp1s105_190V6	2509	2467	2432	2454	2559	3049	1,09
Pp1s105_191V6	2051	1260	1931	2006	2495	2292	1,3
Pp1s105_193V6	1890	2189	2763	3136	2185	2266	1,11
Pp1s105_195V6	42	36	56	31	63	52	1,09
Pp1s105_196V6	419	223	112	211	194	163	-1,33
Pp1s105_199V6	105	66	60	72	290	38	1,73
Pp1s105_201V6	2207	2764	2576	2786	2675	3014	1,12
Pp1s105_205V6	395	266	265	294	250	254	-1,16
Pp1s105_212V6	2922	2972	3142	3460	3165	3235	1,09
Pp1s105_216V6	3883	3284	3361	3619	3910	3582	1,06
Pp1s105_218V6	28	54	28	60	48	62	1,55
Pp1s105_219V6	49	71	114	147	77	189	1,76
Pp1s105_220V6	43	95	57	60	55	65	-1,08
Pp1s105_223V2	55	42	117	51	62	60	-1,24
Pp1s105_223V6	62	65	131	85	114	205	1,57
Pp1s105_225V6	74	41	72	92	57	48	1,05
Pp1s105_226V6	644	672	837	575	448	732	-1,23
Pp1s105_229V6	2214	2144	2387	2389	2364	2604	1,09
Pp1s105_232V6	5977	7566	7421	8611	9484	9124	1,3
Pp1s105_233V6	32	48	41	56	71	38	1,36
Pp1s105_237V6	61	41	65	50	59	60	1,01
Pp1s105_241V6	1826	1620	2222	1501	1783	1539	-1,18
Pp1s105_245V6	454	780	456	684	602	576	1,1
Pp1s105_248V6	38	83	136	104	80	200	1,49
Pp1s105_249V6	166	92	522	503	413	437	1,73
Pp1s105_252V6	1059	361	1085	1036	1142	933	1,24
Pp1s105_25V6	55	71	58	48	73	39	-1,15
Pp1s105_29V6	7291	6476	5870	6043	6003	7520	-1
Pp1s105_31V6	14072	13676	13609	13018	15967	14227	1,04
Pp1s105_33V6	132	91	139	301	190	151	1,77
Pp1s105_37V6	4523	3701	4796	4006	3609	5231	-1,01
Pp1s105_38V6	5244	5138	5192	5138	5573	5486	1,04
Pp1s105_39V6	283	1007	392	496	703	465	-1,01
Pp1s105_41V6	13380	14971	13895	13718	11817	11525	-1,14
Pp1s105_42V6	3811	3646	3669	3173	3855	3549	-1,05
Pp1s105_43V6	1368	1464	1162	1528	1657	1607	1,2
Pp1s105_45V6	1732	1545	1799	1396	1389	1475	-1,19
Pp1s105_46V6	1001	1020	1068	897	891	1151	-1,05
Pp1s105_47V6	31	39	36	41	34	35	1,04
Pp1s105_48V6	1623	1494	1390	1050	1203	1178	-1,31
Pp1s105_4V6	22641	22862	25009	22251	23773	21793	-1,04
Pp1s105_50V6	47	53	39	22	43	33	-1,42
Pp1s105_52V6	39	32	40	32	55	34	1,09
Pp1s105_53V6	482	74	38	126	85	97	-1,93
Pp1s105_54V6	101	104	45	41	47	105	-1,3
Pp1s105_55V6	615	637	432	359	414	415	-1,42
Pp1s105_56V6	400	516	383	438	598	552	1,22
Pp1s105_57V6	5588	7852	6705	6432	6248	4905	-1,15
Pp1s105_58V6	3336	3851	3795	3308	3485	4090	-1,01
Pp1s105_62V6	1571	1504	781	1055	1120	1164	-1,15
Pp1s105_6V6	584	538	713	555	633	812	1,09
Pp1s105_71V6	1213	970	878	885	901	1316	1,01
Pp1s105_72V6	3292	2394	2875	2501	2640	2562	-1,11
Pp1s105_75V6	37	40	62	84	52	37	1,24
Pp1s105_77V6	95	139	59	112	80	130	1,1
Pp1s105_7V6	46	33	49	27	25	42	-1,36
Pp1s105_81V6	2900	2324	3056	3553	3544	2922	1,21
Pp1s105_82V6	90	61	143	59	42	45	-2,01
Pp1s105_83V6	1841	1612	1914	1890	1760	1789	1,01
Pp1s105_84V6	5803	5303	5487	3572	3796	4533	-1,39
Pp1s105_86V6	1991	2193	1856	2449	2269	2628	1,22
Pp1s105_8V6	2318	2646	2601	4065	3158	4006	1,48
Pp1s105_98V6	2920	2647	2733	2720	2881	2884	1,02
Pp1s105_99V6	350	406	535	683	667	812	1,67
Pp1s10603_1V6	38	23	63	28	24	35	-1,43
Pp1s1060_1V6	52	30	35	78	65	55	1,69
Pp1s10636_1V6	57	44	34	35	31	46	-1,21
Pp1s10642_1V6	68	44	52	67	50	46	-1,01
Pp1s10650_1V6	37	40	49	26	48	68	1,13
Pp1s106_103V6	4969	4288	4256	4329	4178	4669	-1,03
Pp1s106_104V6	7775	6261	7970	8945	6227	8362	1,07
Pp1s106_106V6	29	47	54	47	51	39	1,05
Pp1s106_108V6	52	29	32	36	133	34	1,8
Pp1s106_110V6	1122	893	1360	982	733	942	-1,27
Pp1s106_114V6	29	52	39	31	25	46	-1,18
Pp1s106_115V6	357	225	118	289	235	141	-1,05
Pp1s106_120V6	41	48	34	33	36	35	-1,18
Pp1s106_121V6	24	67	31	38	36	33	-1,14
Pp1s106_122V6	46	101	33	27	28	29	-2,14
Pp1s106_127V6	2260	1908	1927	1903	2204	1913	-1,01
Pp1s106_128V2	8166	7187	8793	7506	7452	8087	-1,05
Pp1s106_128V6	7658	7507	8462	7614	7596	6974	-1,07
Pp1s106_12V6	284	349	299	231	291	269	-1,18
Pp1s106_134V6	2966	3150	3021	2857	2828	2898	-1,06
Pp1s106_135V6	741	801	735	805	966	807	1,13
Pp1s106_138V6	13678	11674	14659	14870	13898	13496	1,06
Pp1s106_13V6	55	58	62	46	31	55	-1,33
Pp1s106_147V6	121	220	66	161	103	110	-1,09
Pp1s106_148V6	3897	4009	3825	3508	3840	3814	-1,05
Pp1s106_166V6	741	792	595	658	679	581	-1,11
Pp1s106_167V6	32027	31206	32084	31166	34420	30738	1,01
Pp1s106_169V6	6632	5970	6615	6288	5903	5377	-1,09
Pp1s106_16V6	17699	18248	16155	18487	16010	20949	1,06
Pp1s106_170V6	56	40	36	30	35	35	-1,32
Pp1s106_173V6	99	90	72	126	82	208	1,59
Pp1s106_174V6	2466	2472	2930	2500	2644	2860	1,02
Pp1s106_177V6	17919	16721	18487	18511	16257	13284	-1,11
Pp1s106_180V2	73	96	72	109	79	95	1,17
Pp1s106_181V6	49	142	63	111	139	134	1,51
Pp1s106_183V6	24511	23060	21370	23648	20665	18405	-1,1
Pp1s106_185V6	12782	12557	13527	13988	13577	14364	1,08
Pp1s106_186V6	39	39	40	36	40	36	-1,05
Pp1s106_189V6	57	50	70	112	52	48	1,2
Pp1s106_190V6	1444	1999	2008	2026	1952	2048	1,11
Pp1s106_191V6	8670	8600	8183	8354	7534	8777	-1,03
Pp1s106_194V6	41	47	39	38	85	46	1,33
Pp1s106_196V6	63	53	56	63	58	66	1,09
Pp1s106_19V6	39	52	48	34	33	29	-1,45
Pp1s106_202V6	51	36	23	21	42	36	-1,11
Pp1s106_204V6	2523	2782	1848	2713	1995	2979	1,07
Pp1s106_207V6	11074	11126	10738	12397	11741	14055	1,16
Pp1s106_209V6	1203	929	1598	1680	1836	1451	1,33
Pp1s106_211V6	57	60	59	88	77	75	1,36
Pp1s106_212V6	59	91	42	49	52	40	-1,36
Pp1s106_214V6	176	116	174	142	134	180	-1,02
Pp1s106_215V6	104	39	77	79	49	61	-1,16
Pp1s106_216V6	172	129	155	211	202	163	1,26
Pp1s106_217V6	55	29	137	40	39	34	-1,96
Pp1s106_221V6	80	41	31	39	39	40	-1,29
Pp1s106_224V6	125	64	118	125	209	120	1,48
Pp1s106_227V6	73	64	34	55	65	86	1,2
Pp1s106_228V6	44	126	58	46	49	50	-1,57
Pp1s106_22V6	41	82	88	160	53	91	1,44
Pp1s106_24V6	65	109	73	45	88	65	-1,25
Pp1s106_25V6	72	116	142	204	149	160	1,55
Pp1s106_27V6	39979	38870	38197	40178	40949	42380	1,06
Pp1s106_2V6	871	868	867	2355	2616	1968	2,66
Pp1s106_30V6	2644	2294	2590	2611	2837	2790	1,09
Pp1s106_32V6	870	1373	736	736	484	509	-1,72
Pp1s106_35V6	4877	5102	4057	5823	4775	5504	1,15
Pp1s106_36V6	34	69	38	35	37	28	-1,41
Pp1s106_37V6	38	31	40	67	36	27	1,19
Pp1s106_38V6	7908	6450	7563	6888	7713	7085	-1,01
Pp1s106_39V6	40594	40721	39092	40703	42461	38852	1,01
Pp1s106_40V6	2799	2435	2587	2774	2194	2436	-1,06
Pp1s106_46V6	17114	13717	15723	16615	16402	15409	1,04
Pp1s106_48V6	5517	4775	5776	8278	8102	7766	1,5
Pp1s106_4V6	5686	6269	6109	5914	6304	6256	1,02
Pp1s106_50V6	1445	1697	1250	1766	1456	1670	1,11
Pp1s106_51V6	1632	1710	1616	1366	1922	1504	-1,03
Pp1s106_52V6	33	33	37	39	42	56	1,33
Pp1s106_55V6	45	28	115	50	57	55	-1,16
Pp1s106_57V6	4455	4301	5676	4860	4741	4957	1,01
Pp1s106_5V6	94	69	214	167	146	143	1,21
Pp1s106_60V6	49	99	37	36	31	35	-1,81
Pp1s106_64V6	51	73	54	137	260	226	3,5
Pp1s106_65V6	908	682	1090	897	497	1062	-1,09
Pp1s106_66V6	46	48	37	39	65	37	1,08
Pp1s106_67V6	3545	4196	4066	4306	4507	5189	1,19
Pp1s106_68V6	3047	3052	3025	2705	2433	2543	-1,19
Pp1s106_69V6	160	276	151	222	114	182	-1,13
Pp1s106_71V6	3424	2657	2799	2444	2561	2208	-1,23
Pp1s106_72V6	43	48	39	74	74	82	1,77
Pp1s106_74V6	397	346	471	560	252	408	1
Pp1s106_79V6	3062	2869	3556	3307	3013	3282	1,01
Pp1s106_83V6	1136	989	1325	1933	2045	1832	1,68
Pp1s106_86V6	2539	3119	3834	3640	2806	3217	1,02
Pp1s106_95V2	116	82	81	430	387	304	4,02
Pp1s106_95V6	491	165	397	1371	1385	1403	3,95
Pp1s10701_1V6	27	33	44	43	34	30	1,03
Pp1s10704_1V6	2637	2566	1748	2339	2619	2532	1,08
Pp1s10726_2V6	64	29	46	28	56	24	-1,29
Pp1s10735_2V6	41	57	39	61	42	74	1,29
Pp1s10737_1V6	27	36	31	47	42	30	1,27
Pp1s10758_1V6	48	44	35	42	39	30	-1,14
Pp1s10762_2V6	52	26	63	30	32	30	-1,53
Pp1s10785_1V6	47	47	33	39	33	40	-1,13
Pp1s107_101V6	1200	1287	1274	1687	1403	1563	1,24
Pp1s107_102V6	6861	7002	7509	6721	6470	6512	-1,08
Pp1s107_103V6	269	329	241	313	253	266	-1,01
Pp1s107_106V6	1341	1512	1701	938	795	1095	-1,61
Pp1s107_107V6	48	42	64	60	59	24	-1,08
Pp1s107_109V6	199	183	169	269	225	243	1,34
Pp1s107_10V6	16478	17979	18588	17534	16830	17143	-1,03
Pp1s107_110V6	608	599	474	782	677	500	1,17
Pp1s107_113V6	1627	1231	1486	1600	1504	1384	1,03
Pp1s107_114V6	1683	1675	1524	2015	1739	1407	1,06
Pp1s107_115V6	522	437	309	491	458	407	1,07
Pp1s107_11V6	1516	1385	1588	1147	1265	1471	-1,16
Pp1s107_121V6	672	809	726	1011	788	778	1,17
Pp1s107_124V6	1816	1913	1578	2124	1890	1565	1,05
Pp1s107_130V6	151	74	129	169	130	174	1,34
Pp1s107_133V6	181	821	507	484	431	326	-1,22
Pp1s107_134V6	134	157	147	148	159	133	1
Pp1s107_136V6	1862	2141	2020	1697	1558	1429	-1,29
Pp1s107_137V6	1027	1065	806	854	916	840	-1,11
Pp1s107_139V6	693	933	472	692	673	541	-1,1
Pp1s107_141V6	234	161	346	320	286	255	1,16
Pp1s107_144V6	1590	1237	1128	1512	1353	1143	1,01
Pp1s107_145V6	4375	5351	4423	4657	4031	3687	-1,14
Pp1s107_147V6	3789	3975	3940	5491	5683	6132	1,48
Pp1s107_148V6	297	315	215	341	334	306	1,19
Pp1s107_14V6	52	74	52	34	59	37	-1,37
Pp1s107_158V6	2282	2659	2908	2521	2779	2495	-1,01
Pp1s107_159V6	702	494	617	606	733	416	-1,03
Pp1s107_15V6	1567	1793	2217	2039	1900	2427	1,14
Pp1s107_164V6	406	270	382	285	274	211	-1,37
Pp1s107_167V6	175	125	140	150	136	138	-1,04
Pp1s107_170V6	3051	3398	2531	2720	2594	3026	-1,08
Pp1s107_171V6	2426	2856	2524	2090	2137	2643	-1,14
Pp1s107_172V6	100	63	141	143	149	172	1,53
Pp1s107_173V6	539	272	470	614	497	893	1,56
Pp1s107_174V6	105	42	41	173	259	78	2,71
Pp1s107_180V6	1407	1990	1599	1716	1744	1388	-1,03
Pp1s107_181V6	26640	26833	21531	26853	24396	26901	1,04
Pp1s107_182V6	4196	4613	3963	3672	3664	4211	-1,11
Pp1s107_184V6	3680	3329	3718	3593	4080	3598	1,05
Pp1s107_186V6	11712	11628	11865	11245	12976	10586	-1,01
Pp1s107_188V6	5532	4655	6115	5974	5812	4605	1,01
Pp1s107_189V2	5967	6840	6365	6143	6210	6690	-1,01
Pp1s107_189V6	3483	3365	3192	3181	3009	3340	-1,05
Pp1s107_18V6	50	66	56	53	80	31	-1,05
Pp1s107_190V6	1887	2456	2798	2899	2560	2423	1,1
Pp1s107_191V6	108	126	57	79	67	102	-1,17
Pp1s107_192V6	2209	2419	1958	2403	2313	2277	1,06
Pp1s107_193V6	116	159	203	278	235	291	1,68
Pp1s107_194V6	6472	7754	6586	8841	8737	7864	1,22
Pp1s107_1V2	5104	5394	5393	5216	4396	4303	-1,14
Pp1s107_1V6	3835	4798	4952	4509	4251	4134	-1,05
Pp1s107_200V6	3685	4076	4586	2340	1579	2236	-2,01
Pp1s107_203V6	76	53	121	78	90	100	1,07
Pp1s107_204V6	24	30	29	21	32	27	-1,04
Pp1s107_205V6	94	175	256	202	162	304	1,27
Pp1s107_207V6	88	57	65	93	79	80	1,2
Pp1s107_208V6	1976	2240	2031	1933	2185	1960	-1,03
Pp1s107_21V6	4828	5379	4321	4811	4043	4186	-1,11
Pp1s107_23V6	3098	3181	2407	2116	2166	2070	-1,37
Pp1s107_25V6	36	120	54	68	84	55	-1,01
Pp1s107_26V6	10570	9498	11060	10860	11057	10072	1,03
Pp1s107_27V6	30610	30932	32624	34708	34937	33610	1,1
Pp1s107_31V6	59	42	58	53	55	38	-1,09
Pp1s107_32V6	2320	2792	2406	9797	11212	10970	4,25
Pp1s107_34V6	85	72	43	52	41	52	-1,38
Pp1s107_35V6	90	59	81	64	62	42	-1,37
Pp1s107_36V6	12906	13620	14744	14655	12224	10882	-1,09
Pp1s107_39V6	234	206	134	192	216	164	-1
Pp1s107_3V6	8139	7197	7335	9795	8520	7529	1,14
Pp1s107_41V6	662	852	666	318	374	228	-2,37
Pp1s107_45V6	49	43	50	60	45	96	1,42
Pp1s107_47V6	92	40	43	42	27	36	-1,67
Pp1s107_54V6	1216	1542	1613	1226	1478	1191	-1,12
Pp1s107_60V6	2663	3672	3576	3004	3667	3224	-1
Pp1s107_63V2	3582	3517	3601	3729	4226	3792	1,1
Pp1s107_63V6	6094	7496	7454	7854	8138	7340	1,11
Pp1s107_6V6	47	71	38	48	41	40	-1,21
Pp1s107_71V6	6405	6415	6621	7237	6926	7867	1,13
Pp1s107_74V6	2387	1608	1966	1610	1788	2139	-1,08
Pp1s107_75V6	2938	2969	3545	3276	3476	3025	1,03
Pp1s107_76V6	36	25	40	40	51	72	1,61
Pp1s107_77V2	183	245	168	205	123	246	-1,04
Pp1s107_77V6	632	894	543	502	422	729	-1,25
Pp1s107_78V6	55	64	42	68	60	35	1,01
Pp1s107_81V6	110	84	104	94	139	149	1,28
Pp1s107_83V6	61	146	72	103	66	113	1,01
Pp1s107_85V6	32	56	32	40	50	30	1
Pp1s107_86V6	45	111	163	243	337	393	3,05
Pp1s107_87V6	812	1150	1286	2036	1192	1514	1,46
Pp1s107_88V6	60	74	43	44	35	40	-1,49
Pp1s107_89V6	1572	1793	1953	2216	2020	1458	1,07
Pp1s107_8V6	33	34	95	45	63	65	1,07
Pp1s107_91V6	37	52	32	33	34	30	-1,25
Pp1s107_92V6	507	524	536	554	395	332	-1,22
Pp1s107_93V6	434	250	260	374	345	296	1,08
Pp1s107_95V6	31	35	41	24	35	36	-1,13
Pp1s107_96V6	4934	4634	4253	5851	5537	5574	1,23
Pp1s107_98V6	41	49	38	28	32	36	-1,33
Pp1s107_9V6	3396	3585	3641	4358	4551	4022	1,22
Pp1s10800_1V6	37	48	42	46	55	39	1,1
Pp1s10827_1V6	34	35	30	38	60	70	1,7
Pp1s10892_1V6	36	29	120	42	61	71	-1,06
Pp1s10896_1V6	50	91	42	28	35	39	-1,79
Pp1s10897_2V6	109	56	45	111	60	45	1,03
Pp1s108_101V6	9961	8852	7409	8185	7462	5639	-1,23
Pp1s108_107V6	8447	8593	8332	9193	9094	8639	1,06
Pp1s108_108V6	1493	1634	1280	810	747	796	-1,87
Pp1s108_10V6	55	169	73	118	71	68	-1,16
Pp1s108_113V6	13117	13108	14578	14720	16630	15619	1,15
Pp1s108_117V6	8875	9125	8158	8463	8706	7114	-1,08
Pp1s108_120V6	31	46	37	46	43	53	1,25
Pp1s108_129V6	33	53	41	26	35	28	-1,43
Pp1s108_12V6	26	24	36	34	50	37	1,41
Pp1s108_131V6	45	45	58	65	63	117	1,66
Pp1s108_132V6	33	27	56	47	37	45	1,11
Pp1s108_134V6	1048	1145	921	1245	1122	1460	1,23
Pp1s108_135V6	361	272	398	225	213	272	-1,45
Pp1s108_140V6	12343	12772	12745	13175	12885	13284	1,04
Pp1s108_144V6	22841	21998	22810	21778	22169	21895	-1,03
Pp1s108_14V6	40	86	43	62	34	51	-1,15
Pp1s108_153V6	1052	828	851	772	769	819	-1,16
Pp1s108_161V6	34	28	37	47	30	36	1,14
Pp1s108_163V6	2470	2502	2320	2895	3013	2563	1,16
Pp1s108_16V6	267	192	170	111	204	259	-1,1
Pp1s108_171V6	14908	13953	16708	21725	19135	21983	1,38
Pp1s108_176V6	3955	4044	5165	3959	3871	4309	-1,08
Pp1s108_177V6	4169	6047	3796	4502	6235	5490	1,16
Pp1s108_180V6	2644	2581	2611	2297	2150	2996	-1,05
Pp1s108_182V6	1385	1327	1027	1146	1253	1214	-1,03
Pp1s108_185V2	5772	6251	5562	7212	8814	7418	1,33
Pp1s108_185V6	5677	6807	6474	8684	10297	8519	1,45
Pp1s108_186V6	9093	7074	10514	6577	6379	7978	-1,27
Pp1s108_187V6	7310	8250	7510	8782	8180	9732	1,16
Pp1s108_189V6	6491	5736	5834	7441	7781	7118	1,24
Pp1s108_24V6	1530	1901	1385	1455	1481	1291	-1,14
Pp1s108_25V6	5427	5899	5213	5938	5161	6153	1,04
Pp1s108_26V6	36354	35119	36785	40679	40020	39621	1,11
Pp1s108_28V6	1335	2238	2095	2126	2053	2282	1,14
Pp1s108_29V6	1842	2193	2287	2568	2636	2913	1,28
Pp1s108_2V6	254	243	279	307	231	209	-1,04
Pp1s108_32V6	11306	11037	11306	11502	10783	11723	1,01
Pp1s108_36V6	1938	2138	2087	2029	2338	2271	1,08
Pp1s108_38V2	2799	2725	2812	2591	2668	2731	-1,04
Pp1s108_38V6	8517	8289	8585	8605	8494	8757	1,02
Pp1s108_39V6	196	172	139	251	179	209	1,26
Pp1s108_40V6	47	95	43	33	61	33	-1,46
Pp1s108_47V6	1902	1872	1645	1186	1219	1374	-1,43
Pp1s108_49V6	33	42	42	83	56	51	1,62
Pp1s108_4V6	3203	2426	2366	2651	2560	2840	1,01
Pp1s108_50V6	94	34	87	75	30	32	-1,57
Pp1s108_51V6	92	38	36	48	41	39	-1,3
Pp1s108_53V6	209	110	197	116	158	115	-1,33
Pp1s108_5V6	163	283	159	249	245	297	1,31
Pp1s108_69V6	2959	2778	2864	2483	2622	2349	-1,15
Pp1s108_6V6	116	69	61	80	114	68	1,07
Pp1s108_73V6	64	75	58	35	56	58	-1,32
Pp1s108_75V6	11269	10038	9563	10958	9306	9641	-1,03
Pp1s108_76V6	1289	1096	1118	2467	2909	2132	2,14
Pp1s108_7V6	452	380	442	304	265	285	-1,49
Pp1s108_80V6	2328	2655	2554	2247	2082	1877	-1,21
Pp1s108_81V2	4083	3989	4475	3682	3753	3451	-1,15
Pp1s108_81V6	6815	6359	6234	6534	5800	5279	-1,1
Pp1s108_82V6	47	25	43	45	42	35	1,06
Pp1s108_85V6	153	236	94	220	284	163	1,38
Pp1s108_86V6	13360	13083	12735	13227	13073	10794	-1,06
Pp1s108_87V6	2602	2743	2921	2778	3138	3252	1,11
Pp1s108_97V6	2198	2130	2536	3132	2679	3201	1,31
Pp1s108_9V6	920	681	812	798	731	768	-1,05
Pp1s10906_3V6	23	34	42	64	43	40	1,48
Pp1s10923_2V6	47	68	38	39	38	36	-1,35
Pp1s10938_1V6	54	43	40	43	53	46	1,04
Pp1s10947_1V6	50	35	43	71	58	54	1,43
Pp1s10959_1V6	62	93	44	77	37	29	-1,39
Pp1s10965_1V6	24	39	37	31	44	34	1,09
Pp1s1097_2V6	152	271	98	126	163	117	-1,28
